YEAR,TICKER,SCOPE_1,SECTOR
2012,TEX,69583.0,Powered machinery
2012,TGT,476783.0,Convenience retail
2012,TIF,2378.0,Discretionary retail
2012,TILE,16328.0,
2012,TJX,58479.0,Discretionary retail
2012,TLAB,1458.0,
2012,TMO,64863.0,Medical equipment & supplies
2012,TNC,21063.0,Powered machinery
2012,TROW,623.7,Financial services
2012,TRV,35633.0,Financial services
2012,TRW,100918.0,
2012,TWX,23777.0,
2012,TXN,827274.44,Electrical & electronic equipment
2012,TXT,117715.0,Transportation equipment
2012,UAL,32086690.0,Air transport
2012,UIS,347.0,IT & software development
2012,UNH,8693.78,Financial services
2012,UNM,7186.0,Financial services
2012,UNP,11595509.0,Rail transport
2012,UPS,11715635.0,Intermodal transport & logistics
2012,USB,38055.0,Financial services
2012,UTX,801694.0,Electrical & electronic equipment
2012,V,8151.0,Specialized professional services
2012,VAL,2192.0,
2012,VAR,42650.0,Medical equipment & supplies
2012,VC,51894.3,Electrical & electronic equipment
2012,VFC,85950.0,Apparel design
2012,VIAV,8494.0,
2012,VWR,6932.08,
2012,VZ,512899.04,"Media, telecommunications & data center services"
2012,WAT,16533.0,Medical equipment & supplies
2012,WCC,17119.0,"Trading, wholesale, distribution, rental & leasing"
2012,WDC,11796.0,Electrical & electronic equipment
2012,WEC,18098000.0,Thermal power generation
2012,WFC,93904.0,Financial services
2012,WFM,314141.0,
2012,WFT,1170025.0,
2012,WHR,344805.0,
2012,WM,19350040.0,Non-energy utilities
2012,WMT,5605099.0,Convenience retail
2012,WY,1434076.0,Wood & paper materials
2012,WYN,94553.0,
2012,X,42729786.0,"Metal smelting, refining & forming"
2012,XEL,54472480.0,Thermal power generation
2012,XLNX,2099.0,Electrical & electronic equipment
2012,XOM,132000000.0,
2012,XYL,40188.0,Powered machinery
2012,YUM,156510.0,"Bars, hotels & restaurants"
2012,ZBH,11687.0,Medical equipment & supplies
2013,A,14400.0,Medical equipment & supplies
2013,AA,28227078.0,"Metal smelting, refining & forming"
2013,AABA,9123.0,
2013,AAL,27639750.0,Air transport
2013,AAPL,30393.0,Electrical & electronic equipment
2013,ABM,48006.95,Commercial & consumer services
2013,ABT,454000.0,Medical equipment & supplies
2013,ACN,32155.0,
2013,ADBE,10571.0,IT & software development
2013,ADM,14832646.0,Food & beverage processing
2013,ADP,14200.0,Specialized professional services
2013,ADSK,2169.0,IT & software development
2013,AEE,32978295.13,Energy utility networks
2013,AEP,120807200.0,Thermal power generation
2013,AES,75170100.0,Thermal power generation
2013,AET,6036.0,
2013,AFL,3133.0,Financial services
2013,AKAM,502.0,IT & software development
2013,ALL,49296.0,Financial services
2013,ALTR,3157.5,
2013,AMAT,46358.0,Electrical & electronic equipment
2013,AMD,60721.0,Electrical & electronic equipment
2013,AMGN,125898.0,Biotech & pharma
2013,ANF,6093.0,Discretionary retail
2013,ANTM,7854.0,Financial services
2013,AOI,89203.0,
2013,AON,2691.0,
2013,APA,8400000.0,
2013,APC,14478082.0,Oil & gas extraction & production
2013,APD,14972268.0,Chemicals
2013,APH,149.0,Electrical & electronic equipment
2013,ARRS,802.53,
2013,ASH,610000.0,Chemicals
2013,ATR,37902.0,Plastic product manufacturing
2013,AVB,38088.0,Financial services
2013,AVP,63452.0,Chemicals
2013,AVY,156755.0,Paper products & packaging
2013,AWK,64846.0,Non-energy utilities
2013,AXP,24187.0,Financial services
2013,BA,610000.0,Transportation equipment
2013,BAC,112964.0,Financial services
2013,BAP,1469.65,
2013,BAX,358000.0,Medical equipment & supplies
2013,BBY,216634.0,Discretionary retail
2013,BDX,74416.0,Medical equipment & supplies
2013,BEN,8852.0,Financial services
2013,BERY,34958.0,Light manufacturing
2013,BF/B,100377.82,Food & beverage processing
2013,BG,1337968.0,"Trading, wholesale, distribution, rental & leasing"
2013,BGC,41124.0,
2013,BIIB,49378.0,Biotech & pharma
2013,BK,9917.0,Financial services
2013,BLL,360628.0,Metal products manufacturing
2013,BMS,228280.0,Chemicals
2013,BMY,280214.0,Biotech & pharma
2013,BR,2591.0,Specialized professional services
2013,BRCM,3546.0,
2013,BSX,31000.0,Medical equipment & supplies
2013,C,37602.44,Financial services
2013,CA,12757.0,IT & software development
2013,CAG,1071303.0,Food & beverage processing
2013,CAH,152645.0,"Trading, wholesale, distribution, rental & leasing"
2013,CB,13747.0,Financial services
2013,CBG,24596.0,
2013,CBT,4100000.0,Chemicals
2013,CCE,112225.0,
2013,CCL,10551667.0,
2013,CELG,9494.9,Biotech & pharma
2013,CHD,66729.0,Chemicals
2013,CI,13730.0,Financial services
2013,CINF,17274.0,Financial services
2013,CL,232712.0,Chemicals
2013,CLF,6026261.25,
2013,CLX,73740.0,Chemicals
2013,CMA,8019.0,Financial services
2013,CMI,269130.0,Powered machinery
2013,CMS,17308532.6,Thermal power generation
2013,CNHI,228735.0,
2013,CNX,8202551.49,
2013,CODE,77149.0,
2013,COF,16829.0,Financial services
2013,COL,18100.0,
2013,COP,25761226.0,Oil & gas extraction & production
2013,COST,429980.0,Convenience retail
2013,COV,94549.0,
2013,CPB,406476.0,Food & beverage processing
2013,CPWR,1419.38,
2013,CRM,2349.52,IT & software development
2013,CSCO,55811.0,IT & software development
2013,CSTM,446000.0,
2013,CSX,5251734.0,Rail transport
2013,CTL,274783.0,
2013,CTLT,41228.0,
2013,CTSH,22632.0,
2013,CVA,4535283.0,Non-energy utilities
2013,CVS,193100.0,Financial services
2013,CVX,56911049.0,
2013,CZR,234345.0,Entertainment facilities
2013,DAL,32137795.98,Air transport
2013,DD,13561008.0,
2013,DE,460808.29,Powered machinery
2013,DELL,38738.0,
2013,DF,578582.0,
2013,DGX,83828.0,Health care provision
2013,DIS,866639.0,"Media, telecommunications & data center services"
2013,DLM,174128.0,Food & beverage processing
2013,DLPH,72603.0,
2013,DNKN,4662.0,"Bars, hotels & restaurants"
2013,DOV,124310.0,Powered machinery
2013,DOW,27730000.0,Chemicals
2013,DOX,0.0,
2013,DPS,249446.0,
2013,DRI,376313.0,
2013,DTE,36500000.0,Energy utility networks
2013,DTV,101236.0,
2013,DUK,124592000.0,Thermal power generation
2013,EBAY,28090.0,Discretionary retail
2013,ECL,396424.0,Commercial & consumer services
2013,ED,3361491.0,
2013,EL,33242.0,Chemicals
2013,EMC,46404.0,
2013,EMN,6190000.0,Chemicals
2013,EMR,199710.0,Electrical & electronic equipment
2013,EOG,5786809.0,Oil & gas extraction & production
2013,ESRX,49.0,Other services
2013,ETN,112000.0,Electrical & electronic equipment
2013,ETR,34214242.0,Thermal power generation
2013,EXC,18696695.0,Nuclear power generation
2013,EXPD,6786.63,Intermodal transport & logistics
2013,F,1482020.0,Transportation equipment
2013,FCAU,1198185.0,
2013,FCS,130747.0,
2013,FCX,5859810.0,
2013,FDX,13928770.0,Intermodal transport & logistics
2013,FE,66420013.0,Thermal power generation
2013,FITB,16714.0,Financial services
2013,FLEX,63936.0,Electrical & electronic equipment
2013,FLR,12219.4,Construction
2013,FMC,325603.0,Chemicals
2013,FOX,48365.0,
2013,FSLR,10708.0,Renewable energy equipment
2013,GE,1946000.0,Powered machinery
2013,GIS,291606.0,Food & beverage processing
2013,GLW,351427.0,Metal products manufacturing
2013,GM,2802461.0,Transportation equipment
2013,GMCR,30439.0,
2013,GNW,368.0,Financial services
2013,GOOG,41373.0,
2013,GPS,24449.0,Discretionary retail
2013,GS,11323.0,Financial services
2013,GSIT,1183.0,Electrical & electronic equipment
2013,GT,1226653.0,Light manufacturing
2013,GWW,43481.0,"Trading, wholesale, distribution, rental & leasing"
2013,H,251997.0,"Bars, hotels & restaurants"
2013,HAIN,26965.0,Food & beverage processing
2013,HAL,8444432.0,Industrial support services
2013,HAR,2830.0,
2013,HAS,7347.0,Leisure & home manufacturing
2013,HBAN,11064.0,Financial services
2013,HBI,93112.0,Textiles & fabric goods
2013,HCN,5983.0,
2013,HCP,29325.0,
2013,HD,321370.0,Discretionary retail
2013,HES,6023190.0,Oil & gas extraction & production
2013,HIG,23099.0,Financial services
2013,HOLX,7450.46,Medical equipment & supplies
2013,HON,4346781.0,Electrical & electronic equipment
2013,HOT,529022.99,
2013,HRL,919287.0,Food & beverage processing
2013,HSP,86330.0,
2013,HST,130778.0,Financial services
2013,HSY,114033.0,Food & beverage processing
2013,HTZ,105910.0,
2013,HUM,17542.58,Financial services
2013,IBM,514464.0,IT & software development
2013,IDA,7204042.0,Thermal power generation
2013,IDTI,735.89,Electrical & electronic equipment
2013,IFF,108276.72,Chemicals
2013,IGTE,4948.0,
2013,INTC,756280.0,Electrical & electronic equipment
2013,INTU,5464.0,IT & software development
2013,IP,10100000.0,Paper products & packaging
2013,IQV,37897.0,
2013,IR,441046.0,
2013,IRF,7647.0,
2013,IRM,4231.74,IT & software development
2013,ITRI,4846.0,Electrical & electronic equipment
2013,IVZ,19855.0,Financial services
2013,JBL,37723.0,Electrical & electronic equipment
2013,JCI,243850.0,Electrical & electronic equipment
2013,JCP,100842.78,
2013,JEC,4130.0,
2013,JLL,11339.0,Other services
2013,JNJ,350722.0,Biotech & pharma
2013,JNPR,4081.0,Electrical & electronic equipment
2013,JPM,85950.0,Financial services
2013,K,579557.0,Food & beverage processing
2013,KEY,14583.0,Financial services
2013,KIM,3948.02,Financial services
2013,KMB,2266653.0,
2013,KNL,15870.0,
2013,KO,2231744.0,Food & beverage processing
2013,KODK,654000.0,
2013,KOP,505389.0,Chemicals
2013,KR,1889971.0,Convenience retail
2013,KRFT,478276.0,
2013,KRSO,14440.0,
2013,KSS,35580.0,Discretionary retail
2013,LAYN,172276.0,
2013,LB,25642.0,
2013,LLY,474244.0,Biotech & pharma
2013,LM,510.0,Financial services
2013,LMT,241148.0,Electrical & electronic equipment
2013,LNC,3813.0,Financial services
2013,LNT,26551183.0,Thermal power generation
2013,LOW,335731.0,Discretionary retail
2013,LRCX,23675.0,Electrical & electronic equipment
2013,LUV,17949278.0,Air transport
2013,LVS,226137.0,Entertainment facilities
2013,LXK,15624.0,Electrical & electronic equipment
2013,MA,3041.6,Specialized professional services
2013,MAN,19267.35,Specialized professional services
2013,MAR,667935.0,"Bars, hotels & restaurants"
2013,MAS,124217.0,Metal products manufacturing
2013,MAT,14823.7,Leisure & home manufacturing
2013,MCD,216206.0,"Bars, hotels & restaurants"
2013,MCHP,182382.0,Electrical & electronic equipment
2013,MCRL,23839.0,
2013,MDLZ,1080025.0,Food & beverage processing
2013,MGM,223865.0,Entertainment facilities
2013,MGPI,102365.0,
2013,MHGC,1287.0,
2013,MJN,50152.39,
2013,MKC,23391.0,Food & beverage processing
2013,MLHR,20336.0,Leisure & home manufacturing
2013,MLNK,2259.0,
2013,MLS,3878.0,Metal products manufacturing
2013,MMC,6067.64,Financial services
2013,MMI,5374.0,
2013,MMM,4550000.0,Chemicals
2013,MO,275499.0,Tobacco
2013,MON,1450000.0,
2013,MOS,2793949.0,Chemicals
2013,MRK,1051600.0,Biotech & pharma
2013,MRVL,1922.0,Electrical & electronic equipment
2013,MS,30446.0,Financial services
2013,MSCC,1215.0,
2013,MSFT,39665.0,IT & software development
2013,MSI,27426.0,Electrical & electronic equipment
2013,MTD,32532.0,
2013,MTRX,0.0,
2013,MU,812125.0,Electrical & electronic equipment
2013,MWV,2777007.0,
2013,NAV,138130.0,Transportation equipment
2013,NBL,2912516.0,
2013,NEM,4402779.5,Metallic mineral mining
2013,NFX,671843.0,
2013,NI,19146240.11,Energy utility networks
2013,NOC,145684.0,Electrical & electronic equipment
2013,NRG,76721124.0,Thermal power generation
2013,NSC,5088315.0,Rail transport
2013,NTAP,6170.0,Electrical & electronic equipment
2013,NTRS,3143.0,Financial services
2013,NWL,25862.61,Leisure & home manufacturing
2013,NWS,30848.0,
2013,OC,2542781.0,Other materials
2013,ODP,47700.0,
2013,OGE,20630659.0,Thermal power generation
2013,OI,4703000.0,
2013,OMC,65592.0,Web & marketing services
2013,OPLK,661.67,
2013,ORA,3758.0,Renewable power generation
2013,ORCL,14764.0,IT & software development
2013,OUTR,12826.0,
2013,OXY,12500000.0,Oil & gas extraction & production
2013,PBI,29150.0,Electrical & electronic equipment
2013,PCG,4105291.0,Thermal power generation
2013,PCL,38436.0,
2013,PEP,3823000.0,Food & beverage processing
2013,PFE,959865.0,Biotech & pharma
2013,PFG,5751.48,Financial services
2013,PG,2767000.0,Chemicals
2013,PH,79420.0,Powered machinery
2013,PKI,18226.0,Medical equipment & supplies
2013,PLD,2262.0,Financial services
2013,PLL,26521.0,
2013,PM,420206.6,Tobacco
2013,PMTS,15.0,
2013,PNC,46582.0,Financial services
2013,PNW,14227295.0,Thermal power generation
2013,POM,217588.0,
2013,PPG,1122000.0,Chemicals
2013,PRU,6053.0,Financial services
2013,PSEM,1004.0,
2013,PX,6152000.0,
2013,QCOM,65935.0,Electrical & electronic equipment
2013,QLGC,0.0,
2013,R,642001.0,"Trading, wholesale, distribution, rental & leasing"
2013,RAI,109535.0,
2013,RCL,4337542.0,Marine transport
2013,RFP,1689284.0,
2013,ROK,38880.0,Electrical & electronic equipment
2013,RSG,15822235.0,Non-energy utilities
2013,RTN,102999.0,Electrical & electronic equipment
2013,S,54063.0,
2013,SANM,54990.0,
2013,SBUX,270610.0,"Bars, hotels & restaurants"
2013,SCL,124502.0,
2013,SCS,67681.26,Leisure & home manufacturing
2013,SE,8571123.0,
2013,SEE,221528.0,Plastic product manufacturing
2013,SFD,474935.0,Food & beverage processing
2013,SHCC,292.0,
2013,SHW,263324.0,Chemicals
2013,SIAL,61877.0,
2013,SJM,148316.0,Food & beverage processing
2013,SLB,1790000.0,
2013,SNDK,4130.06,
2013,SNI,0.0,
2013,SON,684113.0,Plastic product manufacturing
2013,SPG,30756.0,Financial services
2013,SPLS,108810.0,
2013,SPWR,4526.0,
2013,SRE,7552996.0,Thermal power generation
2013,STC,0.0,
2013,STE,44489.0,
2013,STT,8700.0,Financial services
2013,STX,310159.0,
2013,STZ,67717.0,Food & beverage processing
2013,SVR,24.45,"Media, telecommunications & data center services"
2013,SWK,100165.0,Metal products manufacturing
2013,SWY,1583620.69,
2013,SYKE,88.0,
2013,SYMC,8310.0,
2013,SYNA,345.98,
2013,SYY,782856.0,"Trading, wholesale, distribution, rental & leasing"
2013,T,948441.0,"Media, telecommunications & data center services"
2013,TAP,206749.0,Food & beverage processing
2013,TDC,642.0,IT & software development
2013,TEL,209246.0,
2013,TER,1985.0,Electrical & electronic equipment
2013,TEX,80257.14,Powered machinery
2013,TGT,527047.0,Convenience retail
2013,TIF,2537.0,Discretionary retail
2013,TILE,16152.0,
2013,TJX,63084.0,Discretionary retail
2013,TMO,61496.0,Medical equipment & supplies
2013,TNC,21463.0,Powered machinery
2013,TROW,849.57,Financial services
2013,TRV,35804.0,Financial services
2013,TRW,101122.0,
2013,TWX,13833.0,
2013,TXN,938159.0,Electrical & electronic equipment
2013,TXT,127564.0,Transportation equipment
2013,UAL,31360099.0,Air transport
2013,UIS,4367.0,IT & software development
2013,UNH,8088.79,Financial services
2013,UNM,8423.61,Financial services
2013,UNP,11580950.0,Rail transport
2013,UPS,11770000.0,Intermodal transport & logistics
2013,USB,44076.0,Financial services
2013,UTX,955785.0,Electrical & electronic equipment
2013,V,7560.0,Specialized professional services
2013,VAL,1695.0,
2013,VAR,32449.0,Medical equipment & supplies
2013,VC,55038.46,Electrical & electronic equipment
2013,VFC,84702.0,Apparel design
2013,VIAV,5068.0,
2013,VTR,80731.0,Financial services
2013,VWR,7396.58,
2013,VZ,438413.76,"Media, telecommunications & data center services"
2013,WAT,18164.0,Medical equipment & supplies
2013,WBA,272878.0,Convenience retail
2013,WCC,21193.0,"Trading, wholesale, distribution, rental & leasing"
2013,WDC,35565.0,Electrical & electronic equipment
2013,WEC,21924000.0,Thermal power generation
2013,WFC,104062.0,Financial services
2013,WFM,336988.0,
2013,WFT,1071864.0,
2013,WHR,210850.0,
2013,WM,19895052.0,Non-energy utilities
2013,WMT,6501715.0,Convenience retail
2013,WWAV,94680.0,
2013,WY,1400501.0,Wood & paper materials
2013,WYN,103690.0,
2013,X,41433617.0,"Metal smelting, refining & forming"
2013,XEL,52178081.0,Thermal power generation
2013,XLNX,2027.0,Electrical & electronic equipment
2013,XOM,134000000.0,
2013,XPO,676950.0,
2013,XRAY,3783.0,
2013,XYL,35553.0,Powered machinery
2013,YUM,82543.0,"Bars, hotels & restaurants"
2013,ZBH,8622.0,Medical equipment & supplies
2014,A,13350.0,Medical equipment & supplies
2014,AA,26876302.0,"Metal smelting, refining & forming"
2014,AABA,10373.0,
2014,AAL,41762500.0,Air transport
2014,AAPL,28500.0,Electrical & electronic equipment
2014,ABBV,317501.72,Biotech & pharma
2014,ABM,47763.12,Commercial & consumer services
2014,ABT,518000.0,Medical equipment & supplies
2014,ACN,29767.0,
2014,ADBE,12943.0,IT & software development
2014,ADM,15594669.0,Food & beverage processing
2014,ADP,12593.0,Specialized professional services
2014,ADS,1839.0,Financial services
2014,ADSK,2480.0,IT & software development
2014,AEE,30674952.0,Energy utility networks
2014,AEP,130318824.0,Thermal power generation
2014,AES,74972889.6,Thermal power generation
2014,AET,6660.0,
2014,AFL,3175.0,Financial services
2014,AIG,659.0,Financial services
2014,AIZ,573.0,Financial services
2014,AKAM,558.0,IT & software development
2014,ALE,8706739.0,
2014,ALL,52690.0,Financial services
2014,ALTR,2879.0,
2014,AMAT,31909.0,Electrical & electronic equipment
2014,AMD,55121.0,Electrical & electronic equipment
2014,AMGN,119500.0,Biotech & pharma
2014,ANET,796.31,Electrical & electronic equipment
2014,ANF,5621.0,Discretionary retail
2014,ANTM,7331.0,Financial services
2014,AOI,362901.0,
2014,APA,7100000.0,
2014,APC,11807749.0,Oil & gas extraction & production
2014,APD,15884722.0,Chemicals
2014,APH,6110.0,Electrical & electronic equipment
2014,APTL,11713.0,
2014,ARNC,1485518.0,Powered machinery
2014,ARRS,730.3,
2014,ASH,480000.0,Chemicals
2014,ATR,15537.0,Plastic product manufacturing
2014,ATSN,925.0,Electrical & electronic equipment
2014,AVB,52219.0,Financial services
2014,AVP,58034.0,Chemicals
2014,AVY,145371.78,Paper products & packaging
2014,AWK,66422.0,Non-energy utilities
2014,AXP,35503.0,Financial services
2014,AXTA,74850.0,Chemicals
2014,BA,621000.0,Transportation equipment
2014,BAC,109289.0,Financial services
2014,BAH,0.0,Specialized professional services
2014,BAP,649.42,
2014,BAX,377000.0,Medical equipment & supplies
2014,BBY,218436.0,Discretionary retail
2014,BDX,69154.0,Medical equipment & supplies
2014,BEN,8890.0,Financial services
2014,BERY,49577.0,Light manufacturing
2014,BF/B,95739.83,Food & beverage processing
2014,BG,1691489.0,"Trading, wholesale, distribution, rental & leasing"
2014,BGC,80869.0,
2014,BIIB,50885.0,Biotech & pharma
2014,BK,8964.0,Financial services
2014,BLL,357638.0,Metal products manufacturing
2014,BMS,211443.0,Chemicals
2014,BMY,261000.0,Biotech & pharma
2014,BR,22805.0,Specialized professional services
2014,BRCM,3179.0,
2014,BSX,30200.0,Medical equipment & supplies
2014,BWA,55140.05,Powered machinery
2014,C,31432.75,Financial services
2014,CA,11503.0,IT & software development
2014,CAG,1078551.0,Food & beverage processing
2014,CAH,137460.0,"Trading, wholesale, distribution, rental & leasing"
2014,CB,16471.0,Financial services
2014,CBG,34654.0,
2014,CBT,4600000.0,Chemicals
2014,CCE,105133.0,
2014,CCL,10319475.0,
2014,CELG,8831.41,Biotech & pharma
2014,CHD,71897.0,Chemicals
2014,CI,11908.0,Financial services
2014,CINF,16658.0,Financial services
2014,CL,225243.0,Chemicals
2014,CLB,17327.0,
2014,CLX,80682.0,Chemicals
2014,CMA,8523.0,Financial services
2014,CMI,292559.0,Powered machinery
2014,CMP,248267.0,Other mineral mining
2014,CMS,16997509.0,Thermal power generation
2014,CNHI,192440.0,
2014,CNX,7549966.24,
2014,CODE,87036.0,
2014,COF,19900.0,Financial services
2014,COL,17781.0,
2014,COP,26039254.0,Oil & gas extraction & production
2014,COST,708876.0,Convenience retail
2014,COV,76000.0,
2014,CPB,432900.0,Food & beverage processing
2014,CRM,6094.9,IT & software development
2014,CSCO,49901.0,IT & software development
2014,CSL,358149.0,
2014,CSTM,446000.0,
2014,CSX,5512604.0,Rail transport
2014,CTL,271361.5,
2014,CTLT,73098.0,
2014,CTSH,15644.0,
2014,CVA,4887074.0,Non-energy utilities
2014,CVG,6137.0,
2014,CVS,185550.0,Financial services
2014,CVX,55746124.0,
2014,CY,31495.0,Electrical & electronic equipment
2014,CZR,224052.0,Entertainment facilities
2014,D,33638714.0,Thermal power generation
2014,DBD,121425.0,
2014,DD,13393438.0,
2014,DE,444538.5,Powered machinery
2014,DELL,39745.0,
2014,DF,567635.8,
2014,DGX,82554.0,Health care provision
2014,DIS,826492.0,"Media, telecommunications & data center services"
2014,DNKN,4101.0,"Bars, hotels & restaurants"
2014,DOV,116213.0,Powered machinery
2014,DOW,26460000.0,Chemicals
2014,DOX,1565.0,
2014,DPS,251737.0,
2014,DRI,401614.0,
2014,DTE,35600000.0,Energy utility networks
2014,DTV,100519.0,
2014,DUK,126000000.0,Thermal power generation
2014,DVN,5925440.0,Oil & gas extraction & production
2014,EBAY,41102.0,Discretionary retail
2014,ECL,419754.0,Commercial & consumer services
2014,ED,3155618.0,
2014,EL,31000.0,Chemicals
2014,EMC,49958.0,
2014,EMN,4769635.0,Chemicals
2014,EMR,208952.0,Electrical & electronic equipment
2014,EOG,6723280.0,Oil & gas extraction & production
2014,ESRX,55.0,Other services
2014,ETN,120200.0,Electrical & electronic equipment
2014,ETR,34185327.0,Thermal power generation
2014,EW,5317.0,Health care provision
2014,EXC,16786457.0,Nuclear power generation
2014,EXPD,6517.13,Intermodal transport & logistics
2014,F,1507605.0,Transportation equipment
2014,FCAU,1203290.0,
2014,FCS,202447.0,
2014,FCX,5237173.0,
2014,FDX,13450945.0,Intermodal transport & logistics
2014,FE,56780983.0,Thermal power generation
2014,FITB,18671.0,Financial services
2014,FLEX,37178.0,Electrical & electronic equipment
2014,FLR,11625.2,Construction
2014,FMC,327273.0,Chemicals
2014,FOX,50061.0,
2014,FSLR,10593.0,Renewable energy equipment
2014,FUL,58269.0,Chemicals
2014,GDI,0.0,
2014,GE,2015000.0,Powered machinery
2014,GEF,362300.0,Metal products manufacturing
2014,GIS,299921.0,Food & beverage processing
2014,GLW,481440.0,Metal products manufacturing
2014,GM,2480802.0,Transportation equipment
2014,GMCR,38101.76,
2014,GNET,42873.0,
2014,GNW,468.0,Financial services
2014,GOOG,51802.0,
2014,GPS,31275.0,Discretionary retail
2014,GS,12065.0,Financial services
2014,GT,1110459.0,Light manufacturing
2014,GWW,44493.0,"Trading, wholesale, distribution, rental & leasing"
2014,H,241235.0,"Bars, hotels & restaurants"
2014,HAL,8524424.0,Industrial support services
2014,HAR,3031.0,
2014,HAS,7282.0,Leisure & home manufacturing
2014,HBAN,11765.0,Financial services
2014,HBI,91835.0,Textiles & fabric goods
2014,HCN,6491.0,
2014,HCP,33152.0,
2014,HD,388664.0,Discretionary retail
2014,HES,5561176.0,Oil & gas extraction & production
2014,HIG,19671.0,Financial services
2014,HLT,554015.0,"Bars, hotels & restaurants"
2014,HOLX,17433.0,Medical equipment & supplies
2014,HON,3988622.0,Electrical & electronic equipment
2014,HOT,476083.63,
2014,HRL,863759.0,Food & beverage processing
2014,HSP,90570.0,
2014,HST,122444.0,Financial services
2014,HSY,102812.0,Food & beverage processing
2014,HTZ,84955.0,
2014,HUM,16179.0,Financial services
2014,IBM,556653.0,IT & software development
2014,IDA,6128137.0,Thermal power generation
2014,IDTI,783.74,Electrical & electronic equipment
2014,IFF,109077.0,Chemicals
2014,INTC,1041044.0,Electrical & electronic equipment
2014,INTU,4592.0,IT & software development
2014,IP,9480000.0,Paper products & packaging
2014,IR,414391.0,
2014,IRF,5317.0,
2014,IRM,145100.0,IT & software development
2014,ITRI,4731.5,Electrical & electronic equipment
2014,ITT,33.67,
2014,IVZ,465.0,Financial services
2014,JBL,17215.0,Electrical & electronic equipment
2014,JCI,214000.0,Electrical & electronic equipment
2014,JCP,81437.0,
2014,JEC,2594.89,
2014,JLL,10920.0,Other services
2014,JNJ,321076.0,Biotech & pharma
2014,JNPR,3482.0,Electrical & electronic equipment
2014,JPM,89225.0,Financial services
2014,K,573329.0,Food & beverage processing
2014,KEY,13583.0,Financial services
2014,KIM,2711.78,Financial services
2014,KMB,2213712.0,
2014,KNL,18171.0,
2014,KO,1528428.0,Food & beverage processing
2014,KOP,400235.0,Chemicals
2014,KR,2264003.0,Convenience retail
2014,KRFT,400408.0,
2014,KRSO,14369.0,
2014,LAYN,59264.0,
2014,LB,28360.0,
2014,LDOS,2000.0,IT & software development
2014,LLY,445115.0,Biotech & pharma
2014,LM,195.0,Financial services
2014,LMT,244179.0,Electrical & electronic equipment
2014,LNC,3842.0,Financial services
2014,LNT,24311493.0,Thermal power generation
2014,LOW,365484.0,Discretionary retail
2014,LRCX,31682.0,Electrical & electronic equipment
2014,LULU,4038.0,
2014,LUV,17784227.0,Air transport
2014,LVS,236008.0,Entertainment facilities
2014,LXK,20461.0,Electrical & electronic equipment
2014,MA,2747.0,Specialized professional services
2014,MAC,28540.0,Financial services
2014,MAN,22931.0,Specialized professional services
2014,MAR,670092.0,"Bars, hotels & restaurants"
2014,MAT,14901.04,Leisure & home manufacturing
2014,MCD,206502.0,"Bars, hotels & restaurants"
2014,MCHP,170426.0,Electrical & electronic equipment
2014,MDLZ,1061261.0,Food & beverage processing
2014,MGM,219208.0,Entertainment facilities
2014,MGPI,98849.0,
2014,MJN,47276.54,
2014,MKC,28370.0,Food & beverage processing
2014,MLHR,22644.0,Leisure & home manufacturing
2014,MLNK,1280.0,
2014,MLS,3214.9,Metal products manufacturing
2014,MMC,7054.0,Financial services
2014,MMI,1636.0,
2014,MMM,4390000.0,Chemicals
2014,MO,202085.0,Tobacco
2014,MON,1570000.0,
2014,MOS,2901368.0,Chemicals
2014,MRK,944000.0,Biotech & pharma
2014,MRVL,1655.0,Electrical & electronic equipment
2014,MS,31300.0,Financial services
2014,MSFT,85188.0,IT & software development
2014,MSI,25720.0,Electrical & electronic equipment
2014,MTD,30697.0,
2014,MTRX,0.0,
2014,MU,1310510.0,Electrical & electronic equipment
2014,MWV,2717280.0,
2014,NAV,131762.0,Transportation equipment
2014,NBL,2352253.0,
2014,NDAQ,0.0,Specialized professional services
2014,NEM,4110000.0,Metallic mineral mining
2014,NFX,982304.0,
2014,NI,19503854.9,Energy utility networks
2014,NOC,142043.0,Electrical & electronic equipment
2014,NRG,106472000.0,Thermal power generation
2014,NSC,5358750.0,Rail transport
2014,NTAP,5964.0,Electrical & electronic equipment
2014,NTGR,178.91,Electrical & electronic equipment
2014,NTRS,2925.0,Financial services
2014,NVDA,2743.0,Electrical & electronic equipment
2014,NWL,21799.7,Leisure & home manufacturing
2014,NWS,28521.0,
2014,OC,2637294.0,Other materials
2014,ODP,86651.0,
2014,OGE,19715391.0,Thermal power generation
2014,OI,4529000.0,
2014,OMC,61106.0,Web & marketing services
2014,OPLK,567.2,
2014,OPWR,0.0,
2014,ORA,5466.0,Renewable power generation
2014,ORCL,9430.0,IT & software development
2014,OUTR,11424.0,
2014,OXY,10400000.0,Oil & gas extraction & production
2014,PBI,29344.0,Electrical & electronic equipment
2014,PCG,3774972.0,Thermal power generation
2014,PCL,43353.0,
2014,PEP,3931000.0,Food & beverage processing
2014,PFE,885691.0,Biotech & pharma
2014,PFG,6374.36,Financial services
2014,PG,2685000.0,Chemicals
2014,PH,68670.0,Powered machinery
2014,PKG,1051749.0,Paper products & packaging
2014,PKI,17109.0,Medical equipment & supplies
2014,PLD,2461.0,Financial services
2014,PLL,34103.42,
2014,PM,404337.0,Tobacco
2014,PMCS,648.0,
2014,PNC,54150.0,Financial services
